"","Original_taxa"
"4968","Dobera-type"
"4969","Euphorbiaceae indeterminata"
"4970","Icacinaceae undifferentiated"
"4971","Monolete spore sculptured"
"4972","Monolete psilate"
"4973","Olax"
"4974","Oleaceae indeterminata"
"4975","Symplocaceae"
"4976","Fern spores, trilete"
"4977","Trilete psilate"
"4978","Malvaceae cf. Gossypium"
"4980","Plantago rhizo"
"4981","Indeterminated"
"4983","Betula sp."
"4984","Brassicaceae cf."
"4985","Caryophallaceae"
"4986","Plantago rhizoxylon"
"4987","Asperugo"
"4988","Betuloides-Coryloides"
"4989","Capparacees (?)"
"4990","Cf. Platanus"
"4991","Chenopod-Caryophyl-Amaranthacees"
"4992","Chenopodiacees"
"4993","Combretacees-Melastomacees"
"4994","Cupressacees (Ju/oidees)"
"4995","Ericacee (dt 1 Erica arborea)"
"4996","Ilex sp."
"4998","Loranthacees (L/toides)"
"4999","Pinus et ballonnets de Pinus"
"5000","Quercus bis"
"5001","Resedacees"
"5002","Ulmacees (Ulmus, Zelkova)"
"5003","Zygophyllacees-Salvadoracees"
"5004","Acacia etbaica"
"5005","Anacardiacees"
"5006","Biflora"
"5007","Boraginacees (Echium)"
"5008","Capparidacees"
"5009","Caryophyllacees non determinees"
"5010","Cassia italica"
"5011","Cassia sp."
"5012","Celastrales"
"5013","Chenopodiac-Amaranthacees"
"5014","Combretacees"
"5015","Composees non determinees"
"5016","Coryloides (Corylus+ Betula)"
"5017","Cupressacee non determines"
"5018","Ephedra (vers E. fragilis)"
"5019","Euphorbiacees non determinees"
"5020","Ferula"
"5021","Helosciadium"
"5022","Indetermines (15 esp)"
"5023","Melastomacees"
"5024","Meum"
"5025","Myrtacees (sauf Myrtus)"
"5026","Ombelliferes non determinees"
"5027","Papilionacees (Lotus et Astragalus)"
"5028","Pinus (dt P. halepensis)"
"5029","Podocarpus (Montagnes tropicales)"
"5030","Quercus (dt Q. Ilex et Q. Mirbeckii)"
"5031","Rutacees (ni Ruta, ni Haploxylon)"
"5032","Tamarix 3 esp"
"5033","Tetraclinis"
"5034","Tordylium"
"5035","Torilis"
"5036","Trichodesma deux especes"
"5037","cf. Fagonia"
"5038","cf. Salix"
"5039","Cf Boscia"
"5040","Cf Cadaba"
"5041","Cf Capparis"
"5042","Commiphora-type"
"5043","Dalechampia"
"5044","Jatropha/Croton"
"5045","Capparis tomentosa"
"5046","Cynometra-type"
"5047","Haematostaphis barteri"
"5049","cf. Nauclea"
"5050","cf. Acacia"
"5051","cf. Dichrostachys"
"5052","cf. Elaeis"
"5053","Chenop./Amaranth."
"5054","Polygonum t. senegal."
"5055","Monocot. indet."
"5056","Thelypteridaceae (E1letes)"
"5057","Polygonaceae (P.glabrum type)"
"5058","corr spore"
"5059","corr pollen"
"5060","Euphorbia (R3cp 17)"
"5062","R3c 12"
"5063","Mallotus (P3cp 7-16)"
"5064","R3c 11"
"5065","microforaminifera"
"5066","Ziziphus (R3cp 2)"
"5067","R3cp 18"
"5068","P3cp 18-14"
"5069","R3cp 3 (Sapotaceae?)"
"5070","Scrophulariaceae (R3c 10)"
"5071","R3cp 19"
"5072","P3cp 15"
"5073","Abutilon (E3p)"
"5074","Ocimum cf. Basilicum"
"5075","Polypodiaceae (V1letes)"
"5076","P3cp 13"
"5077","R3cp 5"
"5078","P3cp 17"
"5079","cf. Cadaba (E3cp 2)"
"5080","cluster chenops"
"5081","cluster tamarix"
"5082","R3c 4, corroded"
"5083","Psilatriletes 1"
"5084","R1c 6"
"5085","Echi-Bacutriletes"
"5086","cf. Canthium (R3p)"
"5087","Emc 1-2"
"5088","Verrutriletes"
"5089","R3cp 3"
"5090","Emc 3"
"5091","Thelipteridaceae (Emletes)"
"5092","P3cp 3"
"5093","Cassia (P3cp 1-5-6)"
"5094","Solanum cf. incanum"
"5095","Psilamonocolpites 1"
"5096","cf. Zygophyllum (R3cp 7)"
"5097","Mitragyna stipulosa"
"5098","Lygodium microphylum"
"5099","Combretum molle"
"5100","Amaranthceae/Chenopodiaceae"
"5101","Nymphaea lotus"
"5102","Mitragyna inermis"
"5103","Combretum aculeatum"
"5104","Farsetia"
"5105","Broadleaved Quercus"
"5106","Pinus (fragments)"
"5107","Fritschiella"
"5108","HdV-181 cf."
"5109","Hedysarum cf."
"5110","Indigofera (cf. hochstetteri)"
"5111","Melilotus cf."
"5112","Spergula cf."
"5113","Stachytarpheta-type angustifolia"
"5114","Phragmites cf."
"5115","Not identifiable"
"5116","Triticum group"
"5117","Crucifereae"
"5118","indet."
"5119","Cayluscia"
"5120","Chascanium"
"5121","Rumex cf vesicarius"
"5122","Capparis cf. decidua"
"5123","Salvadora perisca"
"5125","Pyrite"
"5126","charcoal"
"5127","Aaronsohnia-type pubescens"
"5129","Afzelia africana-type"
"5130","Albizia-type"
"5131","Anthostema-type senegalense"
"5132","Arthrocnemum macrostachyum-type"
"5133","Cardiospermum halicacabum-type"
"5134","Chrysobalanus icaco/Parinari"
"5135","Clausena anisata"
"5136","Detarium senegalense-type"
"5137","Flabellaria-type paniculata"
"5139","Keetia-type cornelia"
"5140","Lophira alata-type"
"5141","Margaritaria discoidea"
"5142","Monoletes ornÃ©e"
"5143","Parkinsonia"
"5144","Phyla-type"
"5145","Tetracera alnifolia-type"
"5146","Tiliacora-type funifera"
"5147","Treculia africana-type"
"5148","Vangueria-type"
"5149","Coppepod eggs"
"5150","other Algae"
"5151","cf Olea africana"
"5152","Tuberculodinium vancampoe"
"5153","Burseraceae Commiphora"
"5154","Compositae Aster type"
"5155","Compositae Cichorioideae"
"5156","Gramineae Cerealia"
"5157","Leguminosae Acacia"
"5158","Leguminosae Cassia"
"5159","Leguminosae Indigofera"
"5160","Leguminosae Prosopis"
"5161","Nyctaginaceae Commicarpus"
"5162","Palmae Phoenix"
"5163","Plumbaginaceae Limonium"
"5164","Resedaceae Ochradenus"
"5165","Rhamnaceae Ziziphus"
"5166","Vitaceae Cissus"
"5167","Zygophyllaceae Tribulus"
"5168","Gramineae Phragmites t."
"5169","Juncaceae Juncus"
"5170","Leguminosae Lotus"
"5171","Polygonaceae Polygonum"
"5172","Potamogetonaceae Potamogeton"
"5173","Typhaceae Typha"
"5174","Celastraceae Maytenus"
"5175","Combretaceae Anogeissus"
"5176","Euphorbiaceae Jatropha"
"5178","Leguminosae Delonix"
"5179","Oleaceae Olea"
"5180","Sapindaceae Allophyllus"
"5181","Cupressaceae Juniperus"
"5182","Ephedraceae Ephedra"
"5183","Cistaceae Helianthemum"
"5184","Compositae Artemisia"
"5185","Myricaceae Myrica"
"5186","Nympheaceae Nymphea"
"5187","Pinaceae Cedrus"
"5188","Betulaceae Alnus"
"5189","Fagaceae Quercus"
"5190","Tiliacae Tilia"
"5191","Liliaceae Asphodelus"
"5192","Indet."
"5194","Boscia senegalensis"
"5195","Centaurea t.melitensis"
"5196","Convovulus"
"5197","Chorchorus"
"5198","Ephedra t.major"
"5199","Erica t.arborea"
"5201","t.Muscari"
"5202","t.Gladiolus"
"5203","Peganum"
"5204","Pinus bis"
"5205","Pinus t.sylvestris"
"5206","Pistacia t.atlantica"
"5207","Polygonum t.persicaria"
"5208","Quercus caducifolie"
"5209","Quercus t.ilex"
"5210","Quercus t.suber"
"5211","Ruta (montana)"
"5212","t.Anchusa"
"5213","t. cereales"
"5214","t.Lathyrus/Vicia"
"5215","t.Lavandula"
"5216","t.Peplis"
"5217","t.Potentilla"
"5218","Spores triletes"
"5219","t.Silene"
"5221","location/depht (cm)"
"5225","Schinus-type"
"5227","Acacia sottile"
"5228","Acacia spessa - raddiana?"
"5229","Genista cf."
"5230","Ambrosia undiff."
"5231","Artemisia (herba alba type)"
"5232","Centaurea-type pulata"
"5233","Centaurea-type nigra"
"5234","cf. Phyteuma"
"5235","Gynandropsis (in cleome type)"
"5236","Cruciferae undiff."
"5237","Carex/Cyperus"
"5238","Cyperaceae <25"
"5239","Cyperaceae 25-50"
"5240","Cyperacea > 50"
"5241","Astragalus/Hedisarum"
"5242","Indigofera cf."
"5243","Onobrichis/Hediasarum (Onobrichis type)"
"5244","Gramineae <40"
"5245","Gramineae 40-50"
"5246","Gramineae 50-60"
"5247","Gramineae >60"
"5248","Leucas-type."
"5249","Asphodelus cf. tenuifolius"
"5250","Polygonum cf. equisetiforme"
"5251","Saxifraga cf."
"5252","Parietaria/Urtica dioica-type"
"5253","Tribulus cf. terrestris"
"5254","Umbelliferae undiff."
"5255","Juncus cf."
"5256","Varia Undeterminated"
"5257","similar to Lonicera"
"5258","Delphinium/Scrophulariaceae"
"5259","Urtica/Ficus"
"5260","Tricolporato striato"
"5262","Concentration (N° grains/g)"
"5263","Quercus cf ilex"
"5264","autres Quercus"
"5265","BorraginacÃ©es"
"5266","CapparidacÃ©es"
"5267","CaryophyllacÃ©es"
"5268","autres ChÃ©nopodiacÃ©es"
"5269","autres ComposÃ©es"
"5270","CrucifÃ¨res"
"5271","CypÃ©racÃ©es"
"5272","Erica cf. arborea"
"5273","GeraniacÃ©es"
"5274","GraminÃ©es"
"5275","Lavandulum"
"5276","LÃ©gumineuses"
"5277","MalvacÃ©es"
"5278","MyrtacÃ©es M. cf. communis"
"5279","MyrtacÃ©es M. cf. Nivellei"
"5280","OmbellifÃ¨res"
"5281","OrobanchÃ©es"
"5282","PlantaginacÃ©es"
"5283","PlumbaginacÃ©es"
"5284","cf. SaxifragacÃ©es"
"5285","cf. SparganiacÃ©es"
"5286","TyphacÃ©es"
"5287","UrticacÃ©es"
"5288","cf. ZygophyllacÃ©es"
"5289","PtÃ©ridophytes"
"5290","Ostrya/Carp. Orient."
"5291","Ephedra dist.-type"
"5292","cf. Adianthum"
"5293","cf. Pteris"
"5294","Aizoon canarienses"
"5295","Pteris dentata"
"5296","Pteris vittata"
"5297","cf. Cheilanthes"
"5298","Hepatiques"
"5300","Acacia-type"
"5301","Algaecyst"
"5302","Asphodelus-type fistulosus"
"5303","Capparis-type"
"5304","Celtis-type"
"5305","Charred Plant Particles"
"5306","Drymaria-type"
"5307","Ephedra-type distachya"
"5308","Ephedra-type fragilis"
"5309","Ficus-type religiosa"
"5310","Ficus-type vasta"
"5311","Fraxinus-type excelsior"
"5312","Gypsophila-type repens"
"5313","Heliotropium-type ramosissimum"
"5314","Lithospermum-type afromontanum"
"5315","marker spores counted"
"5316","Mikania-type"
"5317","Morella"
"5318","NPP"
"5319","Ochradenus-type"
"5320","Pediastrum-type boryanum"
"5321","Persicaria-type senegalensis"
"5322","Plantago-type amplexicaulis"
"5323","Plantago-type ciliata"
"5324","Ricinus-type"
"5325","Rumex-type acetosa"
"5326","Rumex-type crispus"
"5327","Saxifraga-type"
"5328","Senna-type"
"5329","Tamarix-type"
"5330","Tetraena"
"5331","triletes"
"5332","Typha-type domingensis"
"5333","Ulmus-type"
"5334","Zygnemaceae"
"5335","Moraceae/Urticaceae (Mikrom)_17.5"
"5336","Moraceae/Urticaceae (Mikrom)_20.0"
"5337","Moraceae/Urticaceae (Mikrom)_22.5"
"5338","Moraceae/Urticaceae (Mikrom)_25.0"
"5339","Moraceae/Urticaceae (Mikrom)_27.5"
"5340","Poaceae (Mikrom)_17.5"
"5341","Poaceae (Mikrom)_20.0"
"5342","Poaceae (Mikrom)_22.5"
"5343","Poaceae (Mikrom)_25.0"
"5344","Poaceae (Mikrom)_27.5"
"5345","Poaceae (Mikrom)_30.0"
"5346","Poaceae (Mikrom)_32.5"
"5347","Poaceae (Mikrom)_35.0"
"5348","Poaceae (Mikrom)_37.5"
"5349","Poaceae (Mikrom)_40.0"
"5350","Poaceae (Mikrom)_42.5"
"5351","Poaceae (Mikrom)_45.0"
"5352","Poaceae (Mikrom)_47.5"
"5353","Poaceae (Mikrom)_50.0"
"5354","Poaceae (Mikrom)_52.5"
"5355","Poaceae (Mikrom)_55.0"
"5356","Poaceae (Mikrom)_57.5"
"5357","Poaceae (Mikrom)_60.0"
"5358","Poaceae (Mikrom)_62.5"
"5359","Poaceae (Mikrom)_65.0"
"5360","Poaceae (Mikrom)_67.5"
"5361","Poaceae (Mikrom)_70.0"
"5362","Poaceae (Mikrom)_72.5"
"5363","Poaceae (Mikrom)_75.0"
"5364","Poaceae (Mikrom)_undef"
"5365","Poaceae+Cerealia-type"
"5366","Acrostychum aureum"
"5367","Antiaris africana"
"5368","Justicia betonica-type"
"5369","Phaulopsis-type"
"5370","Schrebera arborea"
"5371","Tacca"
"5372","Wahlenbergia"
"5374","Zyzyphus cf. Z. mauritania"
"5375","Abimes"
"5376","Acacia ehrenbergiana"
"5377","Acacia nilotica"
"5378","Acacia polyacantha"
"5379","Acacia raddiata"
"5380","Acacia vulgaris"
"5381","Acalypha ciliata"
"5382","Althernanthera"
"5383","Anthocerothales"
"5384","Azolla africana"
"5385","Basilicum polystachon"
"5386","Borreria chaetocephala"
"5387","Borreria scabra"
"5388","Boscia angustifolia"
"5389","Bridelia scleroneura"
"5390","Cadaba glandulosa"
"5391","Capparis corymbosa"
"5392","Cardiospermum halicacabum"
"5393","Cassia occidentalis"
"5394","Centrostachys aquatica"
"5395","Chlorophytum"
"5396","Cissus ibuensis"
"5397","Cleome monophylla"
"5398","Cleome scaposa"
"5400","Corchorus fascicularis"
"5401","Cornulaca monacantha"
"5402","Cotula anthemoides"
"5403","Desmodium"
"5404","Dombeya quinqueseta"
"5405","Echinules"
"5406","Gisekia pharna"
"5407","Lannea acida"
"5408","Lippia nodiflora"
"5409","Monechma ciliata"
"5410","Neptunia"
"5411","Olea lapperronica"
"5412","Pentodon pentandrus"
"5413","Phyllanthus maderapatensis"
"5414","Pseudocedrela kotschyi"
"5415","Pteris marginata"
"5416","Ranalisma humile"
"5417","Rhus longipes"
"5418","Silene kilianii"
"5419","Sopubia parvifolia"
"5420","Sterculia setigera"
"5421","Trianthema pentandra"
"5422","Trichodesma africana"
"5423","Vernonia pauciflora"
"5424","Xeromphis nilotica"
"5426","Asystasia gangetica"
"5427","Commelina forskalaei"
"5428","Heteromorpha-type"
"5429","Hewittia sublobata"
"5430","Pteridophytes (monolete)"
"5431","Asplenium aethiopicum-type"
"5432","Launaea-type"
"5433","Maerua-type crassifolia"
"5434","Reboulia"
"5435","Ephedra dist.Typ"
"5436","cf. Pteris dentata"
"5437","Acacia raddiana-type"
"5438","Aphanes-type"
"5439","Arenaria-type"
"5440","Asphodelus-type tenuifolius"
"5441","Carex-type"
"5442","Cleome brachycarpa-type"
"5443","Cleome parvipetala-type"
"5444","Convolvolus-type"
"5445","Daucus-type"
"5446","Echium-type plantagineum"
"5447","Faidherbia-type albida"
"5448","Hyosciamus muticus-type"
"5449","Nerium-type"
"5450","Pluchea"
"5451","Podococcus-type"
"5452","Rhus-type tripartita"
"5453","Ruscus-type"
"5454","Scirpus"
"5455","Tribulus terrestris-type"
"5456","Typha minima-type"
"5457","Undeterminated"
"5458","Zilla-type"
"5459","Acacia senegal-type"
"5461","Carpinus orientalis-type"
"5462","Eremospatha-type"
"5463","Hyosciamus niger-type"
"5464","Limonium-type humile"
"5465","Rhus-type undiff."
"5466","Spergula type"
"5467","Ulex type"
"5468","Urtica dioica type"
"5469","Vitex-type"
"5470","Warionia-type"
"5471","Zilla"
"5472","Cleome brachycarpa type"
"5473","Acacia groupe 1"
"5474","Acacia groupe 3"
"5475","Aniseia martinicensis"
"5476","Caesalpinaceae"
"5477","Christiana africana-type"
"5478","Chrozophora brocchiana"
"5479","Chrysobalanus/Parina"
"5480","Commicarpus plumbagineus-type"
"5481","Cyttaranthus"
"5482","Mareya spicata-type"
"5483","Parkia biglobosa"
"5484","Phyllanthus maderaspatensis-type"
"5485","Trichoscypha oba-type"
"5486","Aurates"
"5487","Gaillonia-type"
"5488","Mendoncia"
"5489","Petersianthus"
"5490","Scrophuliaraceae"
"5491","Sebea-type"
"5492","Acacia tortilis ssp. raddiana"
"5493","Callitris"
"5494","Celastrales (cf. Gymnosporia)"
"5495","Chenopodiaceae-Caryophyllaceae"
"5496","Compositae (non Artemisia)"
"5497","Ericaceae (non MÃ©dit.)"
"5498","Rhamnaceae (non Ziziphus)"
"5499","Sapotaceae (non Argania)"
"5500","Compositae ligul."
"5501","Compositae tubul."
"5502","Varia indeterminables"
"5503","cf. Trifolium"
"5504","Physalis"
"5505","Cyperaceae autre espèce"
"5506","Podocarpus cf gracilior"
"5507","Compositae liguliflora"
"5508","Juniperus cf procera"
"5509","Pygeum"
"5510","Brucea antidysenteria"
"5511","Gymnosporia cf. G. luteolus"
"5512","Rosa abyssinica"
"5513","Bosqueia cf. B. phoberos"
"5514","cf. Combreturn ou Terminalia"
"5515","Minuartia-type filifolia"
"5516","Uebelinia-type abyssinica"
"5517","Fleurya-type aestuans"
"5518","Sebaea-type brachyphylla"
"5519","Pterocephalus-type frutescens"
"5520","Manilkara-type butugi"
"5521","Millettia-type ferruginea"
"5522","Ormocarpum-type trichocarpum"
"5523","Sapium-type ellipticum"
"5524","Ranunculus oreophytus-type"
"5525","Mimusops-type kummel"
"5526","Swertia usambarensis-type"
"5527","Galiniera coffeoides"
"5528","Salix subserrata"
"5529","Asparagus-type buchaii"
"5530","Pavetta-type abyssinica"
"5531","Tapithus-type"
"5532","Stephania-type abyssinica"
"5533","Calpurnia-type aurea"
"5534","Begonia"
"5535","Polygonum plebeium-type"
"5536","Vangueria-type acutiloba"
"5537","Capitanya-type otostegioides"
"5538","Mellera-type"
"5539","Vernonia-type abyssinica"
"5540","Pittosporum abyssinicum-type"
"5541","Gnidia-type chrysantha"
"5542","Canthium gueinzii-type"
"5543","Gardenia-type ternifolia"
"5544","Ephedra distachya-Typ"
"5545","Nyctoginaceae"
"5546","cf. Isoetes"
"5547","varia umbestimmbar"
"5548","Anticharis-type"
"5549","Thymellaceae"
"5550","Alternanthera-type"
"5551","Moringaceae"
"5552","Ziziphus spina-christi-type"
"5554","Kohautia-type"
"5555","Echinops spinoza-type"
"5556","Eclipta-type"
"5557","Chrozophora verbascifolia-type"
"5558","Linum strictum-type"
"5559","Heliotropium baciferum-type"
"5560","Autres Chen./Am."
"5561","Avicennia marina"
"5562","Acacia (Groupe 3)"
"5563","Zygophyllum simplex"
"5564","Acacia (Groupe 1)"
"5565","Andrachne aspera-type"
"5566","Tripleurospermum-type"
"5568","Anogeissus dhofarica"
"5569","Olea europaea-type ssp africana"
"5570","Acacia Group I (psilate) whole+monad"
"5571","Acacia Group III (reticulate) whole+monad"
"5572","Dracaena?"
"5573","Merremia/Convulvulus"
"5574","Striga-type"
"5575","Scoparia-type dulcis"
"5576","Boscia-type arabica"
"5577","Tacazzea-type"
"5578","Trichocladus"
"5579","Acridocarpus"
"5580","Rutaceae undiff."
"5581","Moss"
"5582","Trilete Fern"
"5584","Type 3 AS (clusters)"
"5585","Sporormiella (single cell)"
"5586","Type 2 AS"
"5587","Simple 1 AS"
"5588","All other AS"
"5589","insect egg"
"5590","Bosquia-like NAP"
"5591","Pentzia-type"
"5592","cf Salix"
"5593","Artemisia herba alba-type"
"5594","Malva parviflora"
"5595","Ephedra major-type"
"5596","Combretaceae trÃ¨s petite taille"
"5597","Celsia-type"
"5598","cf Juniperus?"
"5599","Petite lamiaceae type 6"
"5600","Alterthera"
"5601","Kecrostis-type"
"5602","lotus arabicus"
"5603","Acacia 3"
"5604","Acacia 1"
"5605","Monocotyledonae undiff"
"5606","Heliothropium"
"5607","Faidherbia"
"5608","Eriosema"
"5609","Acacia undiff"
"5610","CIeome arabica"
"5611","Cramineae"
"5612","Moltkia Ciliata"
"5613","Maerua crassifalia"
"5614","Hornungia-type"
"5615","Genista/Cytisus"
"5616","Plantago afra"
"5617","Avena/Triticum-type"
"5618","Erica cf. E. multiflora"
"5619","Hypericum cf. H. balearicum"
"5620","Rosmarinus"
"5621","Buxus cf. B. balearica"
"5622","Phyllanthus pentandrus-type"
"5624","Monoletes lisses...6"
"5625","Sterculiaceae undiff."
"5626","Monoletes verruqueuses"
"5627","Pavetta-t)ype elliotii"
"5628","Alchornea-type"
"5631","Mallotus-type oppositifolius"
"5632","Monoletes lisses...43"
"5633","Hymenocardia-type"
"5634","Crataeva"
"5635","Amaranthus/Chenopodium"
"5636","Prosopis-type chilensis"
"5637","Azadirachta indica-type"
"5638","Phyllanthus amarus"
"5639","Hypoestes-hype aristata"
"5640","Anacardium occidentale-type"
"5641","Hildegardia barteri"
"5642","Conopodium"
"5643","Taxodium"
"5644","Pteropsida (trilet)"
"5645","Zizizphus"
"5646","Pteropsida (monolet)"
"5647","Azadirachta indica"
"5648","Polygonum undiff."
"5649","cf. Cuscuta"
"5650","Globularia cf. G. alypum"
"5651","...106"
"5652","Anagallis cf. A. arvensis"
"5653","Plantago bellardii-type"
"5654","Limonium cf. L. virgatum"
"5655","Mentha-type cf. Micromeria"
"5656","cf. Spergularia"
"5657","Ceralia-Typ"
"5658","Commelinaceae Indeterminees"
"5659","Sysygium guineense"
"5660","Salix sp."
"5661","Nymphaea sp."
"5662","Acacia sieberiana"
"5663","Melia sp."
"5664","Albizia sp."
"5665","Cyperaceae Indeterminees"
"5666","Oldenlandia sp."
"5667","Euphorbia sp."
"5668","Crossopteryx febrifuga"
"5669","Indigofera sp."
"5670","Peucedanum zenkeri"
"5671","Cucurbitaceae Indeterminees"
"5672","Combretaceae Indeterminees"
"5673","Cassia tora"
"5674","Nesaeaerecta"
"5675","Capparis sp."
"5676","Sclerocarya birrea"
"5677","Ziziphus sp."
"5678","Blepharis sp."
"5679","Acacia vulgares"
"5680","Daniellia oliveri"
"5681","Stereospermum kunthianum"
"5682","Phyllanthus sp."
"5683","Grewia sp."
"5684","Amaranthaceae Indeterminees"
"5685","Adina sp."
"5686","Ipomoea sp."
"5687","Tapinanthus sp."
"5688","Liliaceae Indeterminees"
"5689","Aeschynomene pfundii"
"5690","Hyphaene thebaïca"
"5691","Piliostigma reticulatus"
"5692","Echinulees"
"5693","Phyllanthus reticulatus"
"5695","Peristrophe bicalycina"
"5696","Phyllanthus maderaspatensi"
"5697","Cordia sinensis"
"5698","Fagonia sp."
"5699","Monechma ciliatum"
"5700","Aeschynomene elaphroxylon"
"5701","Eriocaulaceae Indeterminees"
"5702","Umbelliferae Indeterminees"
"5703","Commelina sp."
"5704","Lannea sp."
"5705","Chlorophytum sp."
"5706","Alternanthera sp."
"5707","Justicia insularis"
"5708","Uapaca sp."
"5709","Casuarina sp."
"5710","Cassia absus"
"5711","Aeschynomene crassicaulis"
"5712","Cruciferae Indeterminees"
"5713","Capparis fascicularis"
"5714","Gomphrena celosioides"
"5715","Podocarpus sp."
"5716","Polycarpaea sp."
"5717","Kigelia africana"
"5718","Isoberlinia doka"
"5719","Acacia cf. seyal"
"5720","Maerua cf. crassifolia"
"5721","Amaranthaceae-Chenopodiaceae"
"5722","Alysicarpus ovalifolius"
"5723","Borreria cf. chaetocephala"
"5724","Borreria cf. radiata"
"5725","Cassia cf. occidentalis"
"5726","Cassia cf. italica"
"5727","Centaurea cf. senegalensis"
"5728","Chrozophora cf. brocchiana"
"5729","Cleome cf. scaposa"
"5730","Compositae tubuliflores"
"5731","Euphorbia cf. forskalii"
"5732","cf. Gisekia pharnacioides"
"5733","Indigofera cf. aspera"
"5734","Melhania denhamii"
"5735","Tephrosia cf. uniflora"
"5736","Cf. Trichodesma africanum"
"5737","Canthium cf. barteri"
"5738","Cf. Fagara lemairei"
"5739","Pteris cf. marginata"
"5740","Type Caesalpiniaceae"
"5741","Pavetta crassipes"
"5742","Hygrophylla cf. abyssinica"
"5743","Luffa"
"5744","Ottelia ulvifolia"
"5745","Physalis angulata"
"5746","Cf. Polycarpon"
"5747","Sesbania cf. sericea"
"5748","Spore trilete lisse"
"5749","Vallisneria"
"5750","Vigna luteola"
"5751","Parkinsonia aculeata"
"5752","Melia azedarach"
"5753","Type Liliaceae"
"5754","Waltheria indica"
"5755","Launaea"
"5756","Ziziphus cf. mauritiana"
"5757","Cassia cf. absus"
"5758","Allophyllus africanus"
"5759","Annona senegalensis"
"5760","Salix ledermannii"
"5761","Tamarindus indica"
"5764","Pseudotsuga"
"5765","Uapaca guineensis-type"
"5766","Myrianthus-type arboreus"
"5767","Piliostigma thonningii"
"5768","Triletes verruqueuses"
"5769","Coccinia-type grandis"
"5770","Onagraceae undiff."
"5771","Cassia-type didymobotrya"
"5772","Rosaceae (non-operculate)"
"5773","Theligonum cf. T. cynocrambe"
"5774","Lathyrus/Vicia-type"
"5775","Rhamnus cf. R. alaternus"
"5776","Limonium group"
"5777","Centranthus-type"
"5778","Heliotropium (ou Boraginaceae? Ou Helianthemum?)"
"5779","Cissus/Cistaceae"
"5780","Chenopodiaceae/Amarantaceae"
"5782","Oxyanthus"
"5783","Zanthoxylum (Zanthoxyloides)"
"5784","Caesalpiniaceae"
"5785","Acacia groupe1"
"5786","Triletes (lisses)"
"5787","Acacia senegal"
"5788","Balanites aegyptaca"
"5789","Centaurea senegalensis"
"5790","Euphorbia forskaolii"
"5791","Gisekia pharnaceoides"
"5792","Indigofera aspera"
"5793","Tephrosia uniflora"
"5794","Canthium barteri"
"5795","Fagara lemairei"
"5796","Hygrophila abyssinica"
"5797","Sesbania sericea"
"5798","Ziziphus mauritania"
"5799","Other types"
"5800","Trilete spores (Allochtonous types)"
"5801","Monolete spores (Allochtonous types)"
"5802","cf. Fabaceae"
"5803","Fritillaria"
"5804","cf. Ailanthus"
"5805","Gramineae (25Ã¦m)"
"5806","Sporomorphs indet."
"5808","Cheno-Ams"
"5810","Rubiaceae spp."
"5811","Phoenix-type"
"5812","Stereospermum-type"
"5813","Pterocarpus-type"
"5814","Psydrax type subcordatum (Rubiaceae)"
"5815","Gramineae (25um)"
"5816","Heliotropium-type steudneri"
"5817","Dodonea viscosa"
"5818","type Armeria/Limonium"
"5819","cf Olea europea"
"5820","cf Phoenix dactylifera"
"5821","Sagina-type"
"5822","Capparis cf. C. spinosa"
"5823","Ziziphus mauritania-type"
"5824","Gomphrena celosioiddes"
"5825","Balanites aegyptica"
"5826","Hyphaene theba?ca"
"5827","Croton/Jatropha"
"5828","Fagara type"
"5829","Ziziphus mauritiana"
"5830","Jacquemontia type"
"5832","Caesalpinia pulcherrina"
"5833","Crudia type"
"5834","Delonix regia"
"5835","Leucaena type"
"5836","Mangifera"
"5837","Psidium guajava"
"5839","Compositae liguliflores"
"5840","Diodia"
"5841","Paronyschia"
"5842","Pedaliaceae"
"5843","Peripores"
"5844","Balanites orbicularis"
"5845","Chlorophyton type"
"5846","Hygrophyla"
"5847","Varies-indetermines"
"5848","Gramineae >50m"
"5849","Gramineae indeterminees"
"5850","Gramineae longues"
"5851","Gramineae rondes"
"5852","Cleome2"
"5853","Tribulus terresrtis"
"5854","Trianthema-type pentandra"
"5855","cf Pentzia monodiana"
"5856","Haemanthus-type"
"5857","Cleome1"
"5858","Trianthema portulacastrum"
"5859","Launea"
"5860","Pentzia"
"5861","Mollugaceae"
"5862","Cosmarium"
"5863","cf. Verbascum"
"5864","Koenigia alpina-type"
"5865","cf. Frankenia"
"5866","Anabasis-type"
"5867","Nitraria retusa"
"5868","Lasiodiplodia"
"5869","Umbilicus cf. U. rupestris"
"5870","Astreraceae"
"5871","Fenestratae"
"5872","Commicarpus stellatus-type"
"5873","Lophira cf."
"5874","Polycarpea repens"
"5875","Erigeron"
"5876","cf. Aristolochia"
"5877","Sida-type"
"5878","Cnestis cf"
"5879","Erythrophleum-type"
"5880","Loranthus-type"
"5881","Ixora brachypoda"
"5882","Cyttaranthus cf"
"5883","Arachis"
"5884","Ganophyllum-type africanum"
"5885","Justicia flava"
"5886","(Hura)"
"5887","(Scabiosa)"
"5888","Heeria"
"5889","Cyathogyne"
"5890","Dalium guineense"
"5891","Acacia groupe3"
"5892","Lepisanthes cf"
"5893","cf. Arthrocaulon"
"5895","cf. Ruta"
"5896","Glinus"
"5897","Asteraceae I"
