Pollen_type_SM_morphological,Family,Genus,taxa,url_source,project_pi,project_pi_contact,whole_plant_height_m,seed_mass_mg,leaf_area_mm2,longest_whole_plant_longevity_years,plant_flowering_begin_month,plant_flowering_begin_date,leaf_dry_mass_g,leaf_life_span_months,leaf_nitrogen_content_per_leaf_dry_mass_mg_g_1,whole_plant_dispersal_syndrome,whole_plant_vegetative_phenology,whole_plant_growth_form_diversity,whole_plant_sexual_system,flower_pollination_syndrome,Leaf_dry_mass_per_area_g_mm_2,Try_dataset,Leaf_type,Try_reference
Echinops,Asteraceae-Cardueae,Echinops,Echinops,http://www.leda-traitbase.org/LEDAportal/; http://www.kew.org/data/sid ; http://www.leda-traitbase.org/LEDAportal/; http://www.ufz.de/biolflor/index.jsp; http://datadryad.org/resource/doi:10.5061/dryad.j42m7.2; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Michael Kleyer; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Steendam; Ingolf Kuhn; Maire V; Zanne AE; Engemann, K",michael.kleyer@uni-oldenburg.de; sid@kew.org ; R.m.bekker@rug.nl; ingolf.kuehn@ufz.de; vmaire@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,1.075,29.565,2656.539748,,6.333333333,,0.442538761,,26.8996,,evergreen,Herb,,,0.000166585,The China Plant Trait Database,broad-leaved,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819"
Echium t.,Boraginaceae,Alkanna,Echium,http://www.leda-traitbase.org/LEDAportal/; http://www.kew.org/data/sid ; http://www.leda-traitbase.org/LEDAportal/; http://www.ufz.de/biolflor/index.jsp; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Michael Kleyer; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; K. Thompson; Ingolf Kuhn; Engemann, K",michael.kleyer@uni-oldenburg.de; sid@kew.org ; ken.thompson@sheffield.ac.uk; ingolf.kuehn@ufz.de; engemann@bios.au.dk,0.256635135,3.756230769,235.3150718,,5,,0.282503578,,,,,Herb,,,0.001200533,,,
Ekebergia,Meliaceae,Ekebergia,Ekebergia,http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Bezeng BS; Zanne AE; Engemann, K",bezengsimmy@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,,,,,8,,,,,biotic,evergreen,Tree,Hermaphrodite,biotic,,,,
Elaeagnus,Eleagnaceae,Elaeagnus,Elaeagnus,http://www.kew.org/data/sid ; http://datadryad.org/resource/doi:10.5061/dryad.r3n45; http://datadryad.org/resource/doi:10.5061/dryad.j42m7.2; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Greg Reams; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Price CA; Steven Travers; Maire V; Zanne AE; Engemann, K",sid@kew.org ; charles.price@uwa.edu.au; steven.travers@ndsu.edu; vmaire@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,8.421818182,90.94008856,1120,,,5.571428571,,3,38.96666667,,evergreen,Shrub,,,,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Elaeis,Arecaceae,Elaeis,Elaeis,http://datadryad.org/resource/doi:10.5061/dryad.d87v7; http://datadryad.org/resource/doi:10.5061/dryad.69ph0; http://datadryad.org/resource/doi:10.5061/dryad.ck585; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Letcher SG; Kraft TS; Balzotti CS; Zanne AE; Engemann, K",susan.letcher@purchase.edu; thomas.s.kraft@dartmouth.edu; cbalzotti@carnegiescience.edu; aezanne@gmail.com; engemann@bios.au.dk,3,14247.55204,,,,,,,13.9,,evergreen,Tree,,,,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Elatine,Elatinaceae,Elatine,Elatine,http://www.leda-traitbase.org/LEDAportal/; http://www.kew.org/data/sid ; http://www.leda-traitbase.org/LEDAportal/; http://www.ufz.de/biolflor/index.jsp; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Michael Kleyer; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; D.K. Kunzmann; Angela Moles; Ingolf Kuhn; Engemann, K",michael.kleyer@uni-oldenburg.de; sid@kew.org ; dkunzmann@gmx.de; a.moles@unsw.edu.au; ingolf.kuehn@ufz.de; engemann@bios.au.dk,0.098181818,0.0183,2.505,1,6.25,,6.00E-05,,,,,Herb,,,2.40E-05,,,
Embelia,Primulaceae-Myrsinoideae,Embelia,Embelia,http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6,Zanne AE; Bezeng BS,aezanne@gmail.com; bezengsimmy@gmail.com,,,,,,,,,,,evergreen,,Hermaphrodite,,,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Enicostema,Gentianaceae,Enicostema,Enicostema,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K",engemann@bios.au.dk,,,,,,,,,,,,Herb,,,,,,
Entada,Fabaceae-Mimosoideae,Entada,Entada,http://www.kew.org/data/sid ; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.6p9v5; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Bezeng BS; Bhaskar R; Engemann, K",sid@kew.org ; bezengsimmy@gmail.com; radika@gmail.com; engemann@bios.au.dk,,8188.95,,,10.33333333,,,,28,biotic,,Tree,Hermaphrodite,biotic,,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Ephedra,Ephedraceae,Ephedra,Ephedra,http://www.kew.org/data/sid ; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Y.F. Bai; Angela Moles; Cyrille Violle/Brian Enquist ; Engemann, K",sid@kew.org ; yfbai@ibcas.ac.cn; a.moles@unsw.edu.au; cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu; engemann@bios.au.dk,,38.50155556,1432.625854,250,,,0.34054,,16.04873965,,,Shrub,,,0.000237703,TRY Categorical Traits Dataset (update 2018),photosynthetic stem,unpub.
Erica t.,Ericaceae-Empetroideae,Corema,Erica,http://www.kew.org/data/sid ; http://datadryad.org/resource/doi:10.5061/dryad.r3n45; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://www.leda-traitbase.org/LEDAportal/; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"J. P. Grime, J. G. Hodgson and R. Hunt; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Price CA; Angela Moles; Bezeng BS; Michael Kleyer; Zanne AE; Engemann, K",j.p.grime@sheffield.ac.uk; sid@kew.org ; charles.price@uwa.edu.au; a.moles@unsw.edu.au; bezengsimmy@gmail.com; michael.kleyer@uni-oldenburg.de; aezanne@gmail.com; engemann@bios.au.dk,0.815972222,0.068787234,2.797142857,16.5,5,,0.000373,,10.4,biotic,evergreen,Shrub,Hermaphrodite,biotic,0.00013335,Plant Traits from Fynbos Forests in the Cape Region,broad-leaved,"Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331ñ340 DOI:10.1016/j.ppees.2014.08.002"
Eriocaulon,Eriocaulaceae,Eriocaulaceae,Eriocaulon,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K",engemann@bios.au.dk,,,,,,,,,,,,Herb,,,,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Eriosema,Fabaceae-Faboideae,Eriosema,Eriosema,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K",engemann@bios.au.dk,,,,,,,,,,,,Vine,,,,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Erodium,Geraniaceae,Erodium,Erodium,http://datadryad.org/resource/doi:10.5061/dryad.m88g7; http://www.kew.org/data/sid ; http://www.ufz.de/biolflor/index.jsp; http://www.leda-traitbase.org/LEDAportal/; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Marx HE; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Ingolf Kuhn; Michael Kleyer; Engemann, K",h.marx.h@gmail.com; sid@kew.org ; ingolf.kuehn@ufz.de; michael.kleyer@uni-oldenburg.de; engemann@bios.au.dk,0.353142867,4.779034657,2014.020382,,4.2,,0.141271019,,19.7,,,Herb,,,7.01E-05,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Erythrina,Fabaceae-Faboideae,Erythrina,Erythrina,http://datadryad.org/resource/doi:10.5061/dryad.j42m7.2; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Tim Killeen; K.S. Murali; Dana Royer; Maire V; Bezeng BS; Zanne AE; Engemann, K",droyer@wesleyan.edu; vmaire@gmail.com; bezengsimmy@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,11.17405882,318.9155431,11122.63333,,6.5,,0.076666667,,33.06,biotic,deciduous,Tree,Hermaphrodite,biotic,6.89E-06,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Erythrococca/Micrococca,Euphorbiaceae,Erythrococca,Erythrococca; Micrococca,http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Bezeng BS; Zanne AE; Engemann, K; Engemann, K",bezengsimmy@gmail.com; aezanne@gmail.com; engemann@bios.au.dk; engemann@bios.au.dk,,,,,8,,,,,abiotic; ,evergreen; ,Shrub; Herb,Dioecious; ,biotic; ,,,,
Erythrophleum,Fabaceae-Caesalpinoideae,Erythrophleum,Erythrophleum,http://datadryad.org/resource/doi:10.5061/dryad.51p4f; http://datadryad.org/resource/doi:10.5061/dryad.v240b; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Kleinschroth F; Wigley BJ; Bezeng BS; Zanne AE; Engemann, K",fritz.kln@gmail.com; benwigley@gmail.com; bezengsimmy@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,29.73272727,,29296,,8.5,,,,24.8,biotic,evergreen,Tree,Hermaphrodite,biotic,,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Eucalyptus,Myrtaceae,Eucalyptus,Eucalyptus,http://www.americanforests.org/resources/bigtrees/register.php; http://www.kew.org/data/sid ; https://datadryad.org/resource/doi:10.5061/dryad.2dj32; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.m41f1; http://datadryad.org/resource/doi:10.5061/dryad.r3n45; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Leishman MR; Angela Moles; Bezeng BS; Grootemaat S; Price CA; Zanne AE; Engemann, K",sid@kew.org ; michelle.leishman@mq.edu.au; a.moles@unsw.edu.au; bezengsimmy@gmail.com; saskia.grootemaat@mq.edu.au; charles.price@uwa.edu.au; aezanne@gmail.com; engemann@bios.au.dk,14.66827546,16.92055086,1354.101741,315.7142857,4.888888889,,209.7206057,21.78333333,10.71870197,biotic,evergreen,Tree,Hermaphrodite,biotic,0.154878027,BIOME-BGC Parameterization Database,broad-leaved,"White, M. A., P. E. Thornton, S. W. Running, and R. R. Nemani. 2000. Parameterization and sensitivity analysis of the BIOME-BGC terrestrial ecosystem model: Net primary production controls. Earth Interactions 4:1-85."
Eugenia,Myrtaceae,Eugenia,Eugenia,http://www.americanforests.org/resources/bigtrees/register.php; http://www.kew.org/data/sid ; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.r3n45; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Dana Royer; Bezeng BS; Price CA; Cyrille Violle/Brian Enquist ; Zanne AE; Engemann, K",sid@kew.org ; droyer@wesleyan.edu; bezengsimmy@gmail.com; charles.price@uwa.edu.au; cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu; aezanne@gmail.com; engemann@bios.au.dk,6.185128659,1437.828918,6986.970588,,7.777777778,,0.155,10.5,19.71565664,abiotic,evergreen,Tree,Dioecious,biotic,2.22E-05,Categorical Plant Traits Database,broad-leaved,unpub.
Euphorbia t.,Euphorbiaceae,Euphorbia,Euphorbia,http://www.kew.org/data/sid ; http://www.leda-traitbase.org/LEDAportal/; http://www.leda-traitbase.org/LEDAportal/; http://datadryad.org/resource/doi:10.5061/dryad.6p9v5; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; D.K. Kunzmann; Angela Moles; Steven Travers; Michael Kleyer; Bhaskar R; Bezeng BS; Zanne AE; Engemann, K",sid@kew.org ; dkunzmann@gmx.de; a.moles@unsw.edu.au; steven.travers@ndsu.edu; michael.kleyer@uni-oldenburg.de; radika@gmail.com; bezengsimmy@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,0.915645333,7.075566474,538.5638416,30,5.658536585,,0.020477067,,24.82822818,biotic,deciduous,Herb,Hermaphrodite,biotic,3.80E-05,The China Plant Trait Database,broad-leaved,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819"
Euphorbiaceae undif.,Euphorbiaceae,Euphorbiaceae,Euphorbiaceae,http://www.americanforests.org/resources/bigtrees/register.php; http://www.kew.org/data/sid ; http://www.leda-traitbase.org/LEDAportal/; http://datadryad.org/resource/doi:10.5061/dryad.r3n45; http://datadryad.org/resource/doi:10.5061/dryad.j42m7.2; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Chac√≥n E; Angela Moles; Steven Travers; Michael Kleyer; Price CA; Maire V; Bezeng BS; Zanne AE; Engemann, K",sid@kew.org ; edchacon@gmail.com; a.moles@unsw.edu.au; steven.travers@ndsu.edu; michael.kleyer@uni-oldenburg.de; charles.price@uwa.edu.au; vmaire@gmail.com; bezengsimmy@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,9.786463986,119.9987985,11700.66694,23,6.938271605,,0.405091802,15.61666667,25.00469997,abiotic,evergreen,Shrub,Hermaphrodite,biotic,3.46E-05,Plant Traits from Fynbos Forests in the Cape Region,broad-leaved,"Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331ñ340 DOI:10.1016/j.ppees.2014.08.002"
Fabaceae Undif.,Fabaceae,Fabaceae,Fabaceae,http://www.americanforests.org/resources/bigtrees/register.php; https://datadryad.org/resource/doi:10.5061/dryad.2dj32; doi: 10.1890/0012-9658(2006)87[1733:LTAGPO]2.0.CO;2; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"K.S. Murali; Leishman MR; Angela Moles; Y.F. Bai; L. Poorter; Bezeng BS; Zanne AE; Engemann, K",michelle.leishman@mq.edu.au; a.moles@unsw.edu.au; yfbai@ibcas.ac.cn; lourens.poorter@wur.nl; bezengsimmy@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,10.43214023,273.9294657,13719.30921,70.08054545,6.508823529,,22.47274113,16.575,21.37923071,biotic,deciduous,Tree,Hermaphrodite,biotic,0.001638037,Plant Traits from Fynbos Forests in the Cape Region,broad-leaved,"Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331ñ340 DOI:10.1016/j.ppees.2014.08.002"
Faboideae Undif.,Fabaceae-Faboideae,Alhagi,Faboideae,,,,,,,,,,,,,,,,,,,,,
Faboideae undif.,Fabaceae,Glyceria,Faboideae,,,,,,,,,,,,,,,,,,,,,
Fagara,Rutaceae,Fagara,Fagara,,,,,,,,,,,,,,,,,,,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Fagonia,Fagonia,Arabidopsis,Fagonia,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K",engemann@bios.au.dk,,,,,,,,,,,,Herb_Shrub,,,,,,
Fagopyrum,Polygonaceeeae,Fagopyrum,Fagopyrum,http://www.leda-traitbase.org/LEDAportal/; http://www.kew.org/data/sid ; http://www.ufz.de/biolflor/index.jsp; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Michael Kleyer; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Ingolf Kuhn; Engemann, K",michael.kleyer@uni-oldenburg.de; sid@kew.org ; ingolf.kuehn@ufz.de; engemann@bios.au.dk,0.4375,23.03666667,,,7,,,,,,,Herb,,,,,,
Fagus,Fagaceae,Fagus,Fagus,http://datadryad.org/resource/doi:10.5061/dryad.12b0h; http://www.leda-traitbase.org/LEDAportal/; http://www.ufz.de/biolflor/index.jsp; http://datadryad.org/resource/doi:10.5061/dryad.j42m7.2; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Greg Reams; Ameztegui A; K. Thompson; Angela Moles; Ingolf Kuhn; Dana Royer; Maire V; Zanne AE; Engemann, K",ameztegui@gmail.com; ken.thompson@sheffield.ac.uk; a.moles@unsw.edu.au; ingolf.kuehn@ufz.de; droyer@wesleyan.edu; vmaire@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,16.03239537,208.9246192,4108.776471,303.91,4,,0.186153846,5.5,19.44545455,,deciduous,Tree,,,4.53E-05,BIOME-BGC Parameterization Database,broad-leaved,"White, M. A., P. E. Thornton, S. W. Running, and R. R. Nemani. 2000. Parameterization and sensitivity analysis of the BIOME-BGC terrestrial ecosystem model: Net primary production controls. Earth Interactions 4:1-85."
Faidherbia albida,Fabaceae-Mimosoideae,Acacia,Faidherbia albida,http://datadryad.org/resource/doi:10.5061/dryad.6t7t6,Bezeng BS,bezengsimmy@gmail.com,,,,,5,,,,,biotic,,,Hermaphrodite,biotic,,FRED - Fine Root Ecology Database,broad-leaved,"Iversen, C. M., McCormack, M. L., Powell, A. S., Blackwood, C. B., Freschet, G. T., Kattge, J. , Roumet, C. , Stover, D. B., Soudzilovskaia, N. A., Valverde?Barrantes, O. J., Bodegom, P. M. and Violle, C. (2017), A global Fine?Root Ecology Database to address below?ground challenges in plant ecology. New Phytol, 215: 15-26. doi:10.1111/nph.14486"
Fallopia,Polygonaceae,Fallopia,Fallopia,http://www.leda-traitbase.org/LEDAportal/; http://www.kew.org/data/sid ; http://www.leda-traitbase.org/LEDAportal/; http://www.ufz.de/biolflor/index.jsp; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Michael Kleyer; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; K. Thompson; Ingolf Kuhn; Engemann, K",michael.kleyer@uni-oldenburg.de; sid@kew.org ; ken.thompson@sheffield.ac.uk; ingolf.kuehn@ufz.de; engemann@bios.au.dk,1.405,2.688166667,1066.571667,,7,,0.06723792,,,,,Herb,,,6.30E-05,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Fern,Fern,Acrostychum,Fern,,,,,,,,,,,,,,,,,,,The China Plant Trait Database,broad-leaved,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819"
Fern-Equisetophyta,Fern-Equisetophyta,Equisetum,Fern-Equisetophyta,,,,,,,,,,,,,,,,,,,,,
Fern-Lycopodiaceae,Fern-Lycopodiaceae,Lycopodium,Fern-Lycopodiaceae,,,,,,,,,,,,,,,,,,,,,
Ficus,Moraceae,Ficus,Ficus,http://www.kew.org/data/sid ; http://datadryad.org/resource/doi:10.5061/dryad.dr275.2; doi: 10.1890/0012-9658(2006)87[1733:LTAGPO]2.0.CO;2; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Tim Killeen; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; de la Riva EG; Angela Moles; K.S. Murali; Dana Royer; L. Poorter; Bezeng BS; Zanne AE; Engemann, K",sid@kew.org ; enga70@gmail.com; a.moles@unsw.edu.au; droyer@wesleyan.edu; lourens.poorter@wur.nl; bezengsimmy@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,10.74561959,33.42341816,12610.68235,1000,10.5,,0.556666667,6.8,19.43300473,abiotic,evergreen,Parasite_Woody epiphyte_Shrub_Non-woody epiphyte_Tree,Hermaphrodite,biotic,4.41E-05,FRED - Fine Root Ecology Database,broad-leaved,"Iversen, C. M., McCormack, M. L., Powell, A. S., Blackwood, C. B., Freschet, G. T., Kattge, J. , Roumet, C. , Stover, D. B., Soudzilovskaia, N. A., Valverde?Barrantes, O. J., Bodegom, P. M. and Violle, C. (2017), A global Fine?Root Ecology Database to address below?ground challenges in plant ecology. New Phytol, 215: 15-26. doi:10.1111/nph.14486"
Filipendula t.,Rosaceae,Spiraea,Filipendula,http://www.kew.org/data/sid ; http://datadryad.org/resource/doi:10.5061/dryad.83g9k; http://www.ufz.de/biolflor/index.jsp; http://www.leda-traitbase.org/LEDAportal/; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"J. P. Grime, J. G. Hodgson and R. Hunt; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Abakumova M; Ingolf Kuhn; Michael Kleyer; Engemann, K",j.p.grime@sheffield.ac.uk; sid@kew.org ; marina.semchenko@manchester.ac.uk; ingolf.kuehn@ufz.de; michael.kleyer@uni-oldenburg.de; engemann@bios.au.dk,0.25,0.71525,1937.509084,,6,,0.360933649,,,,,Herb,,,0.000186287,,,
Flabellaria,Malpighiaceae,Flabellaria,Flabellaria,,,,,,,,,,,,,,,,,,,,,
Flacourtia,Flacourtiaceae,Flacourtia,Flacourtia,http://datadryad.org/resource/doi:10.5061/dryad.7s7r1; http://www.kew.org/data/sid ; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Osuri AM; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Bezeng BS; Engemann, K",moanand@gmail.com; sid@kew.org ; bezengsimmy@gmail.com; engemann@bios.au.dk,6.330645161,66.9,,,9,,,,,biotic,,Tree,Hermaphrodite,biotic,,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Fontanesia,Oleaceae,Fontanesia,Fontanesia,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K",engemann@bios.au.dk,,,,,,,,,,,,Herb_Shrub,,,,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Frangula,Rhamnaceae,Frangula,Frangula,http://www.leda-traitbase.org/LEDAportal/; http://www.kew.org/data/sid ; http://datadryad.org/resource/doi:10.5061/dryad.r3n45; http://www.ufz.de/biolflor/index.jsp; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Michael Kleyer; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Price CA; Angela Moles; Ingolf Kuhn; Zanne AE; Engemann, K",michael.kleyer@uni-oldenburg.de; sid@kew.org ; charles.price@uwa.edu.au; a.moles@unsw.edu.au; ingolf.kuehn@ufz.de; aezanne@gmail.com; engemann@bios.au.dk,4.692528,53.9695239,4157.225954,50,5,,0.0788,15.3,21.41672966,,deciduous,Herb_Shrub_Tree,,,1.90E-05,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
