References pollen records,References pollen taxonomy,Reference phytogeographical affinity,References habit,References plant functional types
"Cheddadi, R., A.J. Henrot, L. François, F. Boyer, M.B. Bush, M. Carré, E. Coissac, P.E. De Oliveira, F. Ficetola, A. Hambuckers, K. Huang, A.M. Lezine, M. Nourelbait, A. Rhoujjati, P. Taberlet, F. Sarmiento, D. Abel-Schaad, F. Alba-Sánchez, and Z. Zheng. 2017. Microrefugia, Climate Change, and Conservation of Cedrus atlantica in Rif Mountains, Morocco. Frontiers in Ecology and Evolutions 5(114):1-115.","Saad, S. I. (1960). The sporoderm stratification in the Malvaceae. Pollen et Spores, 1(2), 13-41.","Larsen, K. (2002). Caryophyllaceae. Flora Malesiana-Series 1, Spermatophyta, 16(1), 1-51.","Khan, I., Najeebullah, S., Ali, M., & Shinwari, Z. K. (2016). Phytopharmacological and ethnomedicinal uses of the Genus Berberis (Berberidaceae): A review. Tropical Journal of Pharmaceutical Research, 15(9), 2047-2057.",
"Cheddadi, R., and C. Khater. 2016. Climate change since the last glacial period in Lebanon and the persistence of Mediterranean species. Quaternary Science Reviews 150:146-157.","Saad, S. I., & El-Ghazaly, G. (1988). Pollen morphology of some species of Euphorbiaceae. Grana, 27(3), 165-175.","Leistner, O.A. (2005) Seed plants of southern tropical Africa: families and genera SABONET Report No. 26 SABONET, Pretoria","Kilian, N., Gemeinholzer, B., & Lack, H. W. (2009). Cichorieae. Systematics, evolution, and biogeography of Compositae, 343-383.",
"Cheddadi, R., H.F. Lamb, J. Guiot, and S. van der Kaars. 1988. Holocene climatic change in Morocco: a quantitative reconstruction from pollen data. Climate Dynamics 14:883-890.","Sagun, V. G., Levin, G. A., & van der Ham, R. W. (2006). Pollen morphology and ultrastructure of Acalypha (Euphorbiaceae). Review of Palaeobotany and Palynology, 140(1-2), 123-143.","LePage, B. A., & Basinger, J. F. (1995). The evolutionary history of the genus Larix (Pinaceae). Proceedings of an international symposium. ","Kim, H., & Heo, K. (2025). Embryology of Menyanthes (Menyanthaceae): its description and taxonomic implications. Nordic Journal of Botany, e04575.",
"Cheddadi, R., M. Nourelbait, O. Bouaissa, J. Tabel, A. Rhoujjati, J.A. López-Sáez, F. Alba-Sánchez, C. Khater, A. Ballouche, L. Dezileau, and H.F. Lamb. 2015. A History of Human Impact on Moroccan Mountain Landscapes. African Archaeological Review 32:233-248.","Sarkar, B., Basak, S., Das, A. P., Siddhanta, S., Maity, D., & Bera, S. (2021). Pollen morphology of some Eastern Himalayan Species of Maesa (Primulaceae) and its taxonomic significance. Proceedings of the National Academy of Sciences, India Section B: Biological Sciences, 91, 269-275.","Le?zine, A. M., & Casanova, J. (1991). Correlated oceanic and continental records demonstrate past climate and hydrology of North Africa (0-140 ka). Geology, 19(4), 307-310.","Kim, K. J. (1998). A new species of Fontanesia (Oleaceae) from China and taxonomic revision of the genus. Journal of Plant Biology, 41, 142-145.",
"Cheddadi, R., O. Bouaissa, A. Rhoujjati, and L. Dezileau. 2016. Environmental changes in the Moroccan western Rif mountains over the last 9,000 years. Quaternaire 27(1):15-25.","Schols, P., Wilkin, P., Furness, C. A., Huysmans, S., & Smets, E. (2005). Pollen evolution in yams (Dioscorea: Dioscoreaceae). Systematic botany, 30(4), 750-758.","Li, L., Jiang, Z., Xiong, Y., Akogwu, C. O., Tolulope, O. M., Zhou, H., ... & Zhang, H. (2024). Comparative Analyses of the Complete Mitogenomes of Two Oxyria Species (Polygonaceae) Provide Insights into Understanding the Mitogenome Evolution Within the Family. International Journal of Molecular Sciences, 25(22), 11930.","Kim, K. J., & Jansen, R. K. (1998). A chloroplast DNA phylogeny of lilacs (Syringa, Oleaceae): plastome groups show a strong correlation with crossing groups. American Journal of Botany, 85(9), 1338-1351.",
"Colombaroli, D., W. Tinner, J. van Leeuwen, R. Noti, E. Vescovi, B. Vanniere, M. Magny, R. Schmidt, and H. Bugmann. 2009. Response of broadleaved evergreen Mediterranean forest vegetation to fire disturbance during the Holocene: insights from the peri-Adriatic region. Journal of Biogeography 36:314-326.","Schori, M., & Furness, C. A. (2014). Pollen diversity in Aquifoliales. Botanical journal of the Linnean Society, 175(2), 169-190.","Lindelof, K., Lindo, J. A., Zhou, W., Ji, X., & Xiang, Q. Y. (2020). Phylogenomics, biogeography, and evolution of the blue?or white?fruited dogwoods (Cornus)—Insights into morphological and ecological niche divergence following intercontinental geographic isolation. Journal of Systematics and Evolution, 58(5), 604-645.","Kokwaro, J. O. (1986). Flora of Tropical East Africa-Valerianaceae. CRC Press.",
"Connor, S.E., J.F.N. van Leeuwen, W.O. van der Knaap, R.B. Akindola, M.A. Adeleye, and M. Mariani. 2021. Pollen and plant diversity relationships in a Mediterranean montane area. Vegetation History and Archaeobotany 30:583-594. [DOI: 10.1007/s00334-020-00811-0]","Schueler, L., & Hemp, A. (2016). Atlas of pollen and spores and their parent taxa of Mt Kilimanjaro and tropical East Africa. Quaternary International, 425, 301-386.","Lock, M. (2005). Legumes of the World (Vol. 577). G. P. Lewis, B. Schrire, & B. Mackinder (Eds.). Kew: Royal Botanic Gardens.","Kozlowski, G., Bétrisey, S., & Song, Y.-G. (2018). Wingnuts (Pterocarya) & walnut family. Relict trees: linking the past, present and future. [ISBN 978-2-9701096-1-7].",
"Cortés-Sánchez, M., A. Morales-Muñiz, M.D. Simón-Vallejo, M.C. Lozano-Francisco, J.L. Vera-Peláez, C. Finlayson, J. Rodríguez-Vidal, A. Delgado-Huertas, F.J. Jiménez-Espejo, F. Martínez-Ruiz, M.A. Martínez-Aguirre, A.J. Pascual-Granged, M.M. Bergadá-Zapata, J.F. Gibaja-Bao, J.A. Riquelme-Cantal, J.A. López-Sáez, M. Rodrigo-Gámiz, S. Sakai, S. Sugisaki, G. Finlayson, D.A. Fa, and N.F. Bicho. 2011. Earliest Known Use of Marine Ressources by Neanderthals. PLoS ONE 6(9):1-15.","Scott, L. (1982). Late Quaternary fossil pollen grains from the Transvaal, South Africa. Review of Palaeobotany and Palynology, 36(3-4), 241-278.","Luo, X., Hu, Q., Zhou, P., Zhang, D., Wang, Q., Abbott, R. J., & Liu, J. (2017). Chasing ghosts: allopolyploid origin of Oxyria sinensis (Polygonaceae) from its only diploid congener and an unknown ancestor. Molecular Ecology, 26(11), 3037-3049.","Kramer, K. U., Green, P. S., & Green, P. S. (Eds.). (1990). Pteridophytes and gymnosperms (Vol. 1). Springer Science & Business Media.",
"Cortés-Sánchez, M., A. Morales-Muñiz, M.D. Simón-Vallejo, M.M. Bergadá-Zapata, A. Delgado-Huertas, P. López-García, J.A. López-Sáez, M.C. Lozano-Francisco, J.A. Riquelme-Cantal, E. Roselló-Izquierdo, A. Sánchez-Marco, and J.L. Vera-Peláez. 2008. Palaeoenvironmental and cultural dynamics of the coast of Málaga (Andalusia, Spain) during the Upper Pleistocene and early Holocene. Quaternary Science Reviews 27(23-24):2176-2193.","Scott, L. (1982). Late Quaternary fossil pollen grains from the Transvaal, South Africa. Review of Palaeobotany and Palynology, 36(3-4), 241-278.","Manchester, S. R., Chen, Z. D., Lu, A. M., & Uemura, K. (2009). Eastern Asian endemic seed plant genera and their paleogeographic history throughout the Northern Hemisphere. Journal of Systematics and Evolution, 47(1), 1-42.","Krapovickas, A., Gregory, W. C., Williams, D. E., & Simpson, C. E. (2007). Taxonomy of the genus Arachis (Leguminosae). Bonplandia, 16, 7-205.",
"Coutellier, V., and D.J. Stanley. 1987. Late Quaternary stratigraphy and paleogeography of the eastern Nile Delta, Egypt. Marine Geology 77:257-275.","Seetharam, Y. N. (1985). Clusiaceae: palynology and systematics. Travaux de la section scientifique et technique. Tome XXI. Institut Français de Pondichery.","Mannino, A. M., Menéndez, M., Obrador, B., Sfriso, A., & Triest, L. (2015). The genus Ruppia L.(Ruppiaceae) in the Mediterranean region: an overview. Aquatic Botany, 124, 1-9.","Kubitzki, K. (1993). Betulaceae. In Flowering Plants· Dicotyledons: Magnoliid, Hamamelid and Caryophyllid Families (pp. 152-157). Berlin, Heidelberg: Springer Berlin Heidelberg.",
"Creer, K.M., and A. Morris. 1996. Proxy-climate and geomagnetic palaeointensity records extending back to ca. 75,000 BP derived from sediments cored from Lago Grande di Monticchio, southern Italy. Quaternary Science Reviews 15(2-3):167-188. [DOI: 10.1016/0277-3791(95)00080-1]","Sengupta, S. (1972). On the pollen morphology of Convolvulaceae with special reference to taxonomy. Review of Palaeobotany and Palynology, 13(3-4), 157-212.","Mao, L., Huang, K., & Huang, H. (2024). Introduction to the special issue: Pollen diversity, vegetation history and range shift in the (sub) tropics through the Cenozoic. Review of Palaeobotany and Palynology, 105277.","Kubitzki, K. (2003). Frankeniaceae. In Flowering Plants· Dicotyledons: Malvales, Capparales and Non-betalain Caryophyllales (pp. 209-212). Berlin, Heidelberg: Springer Berlin Heidelberg.",
"Dagnachew Legesse; F Gasse; O Radakovitch; C Vallet-Coulomb; R Bonnefille; D Verschuren; E Gibert; P Barker. 2002. Environmental changes in a tropical lake (Lake Abiyata, Ethiopia) during recent centuries. Palaeogeography, Palaeoclimatology, Palaeoecology. 10.1016/s0031-0182(02)00479-0","Shamso, E. (2013). A palynological study of Acanthaceae in Egypt and its systematic implication. Egypt J. Bot, 53, 257-272.","Marcussen, T., & Meseguer, A. S. (2017). Species-level phylogeny, fruit evolution and diversification history of Geranium (Geraniaceae). Molecular Phylogenetics and Evolution, 110, 134-149.","Kujawska, M., & Svanberg, I. (2019). From medicinal plant to noxious weed: Bryonia alba L.(Cucurbitaceae) in northern and eastern Europe. Journal of ethnobiology and ethnomedicine, 15, 1-12.",
"Darbyshire, I.; Lamb, H.F.; Mohammed, M.U. 2003 Forest clearance and regrowth in northern Ethiopia during the last 3000 years. The Holocene. Vol. 13: 537-546","Sorsa, P., & Huttunen, P. (1975, January). On the pollen morphology of the Urticaceae. In Annales Botanici Fennici (pp. 165-182). SOCIETAS BIOLOGICA FENNICA VANAMO.","Marr, K. L., Allen, G. A., & Hebda, R. J. (2008). Refugia in the Cordilleran ice sheet of western North America: chloroplast DNA diversity in the Arctic–alpine plant Oxyria digyna. Journal of Biogeography, 35(7), 1323-1334.","Kupicha, F. (1983). Flora Zambesiaca (Vol. 7, Part 1). Royal Botanic Gardens.",
"Dawelbeit A. 2018 Later Quaternary sedimentary and paleoclimatic evolution of Kordofan, Sudan. PhD University of Grenoble, France","Sowunmi, M. A. (1995). Pollen of Nigerian plants: II woody species. Grana, 34(2), 120-141.","Martin, M. D., Quiroz-Claros, E., Brush, G. S., & Zimmer, E. A. (2018). Herbarium collection-based phylogenetics of the ragweeds (Ambrosia, Asteraceae). Molecular Phylogenetics and Evolution, 120, 335-341.","Larridon, I., Tanaka, N., Liang, Y., Phillips, S. M., Barfod, A. S., Cho, S. H., ... & Ito, Y. (2019). First molecular phylogenetic insights into the evolution of Eriocaulon (Eriocaulaceae, Poales). Journal of plant research, 132, 589-600.",
"Dawelbeit; Jaillard;  Eisawi 2019 Sedimentary and paleobiological records of the latest Pleistocene-Holocene climate evolution in the Kordofan region, Sudan Journal of African Earth Sciences. Vol. 160 10360510.1016/j.jafrearsci.2019.103605","Spirlet, M.-L. (1965). Utilisation taxonomique des grains de pollen des Passifloracées. I. Pollen et Spores, 7(2), 249-301.","Mati?, S., Stani?, S., Mihailovi?, M., & Bogojevi?, D. (2016). Cotinus coggygria Scop.: An overview of its chemical constituents, pharmacological and toxicological potential. Saudi Journal of Biological Sciences, 23(4), 452-461.","Leeuwenberg, A. J. M. (1961). The Loganiaceae of Africa I. Anthocleista. Acta Botanica Neerlandica, 10(1), 1-53.",
"Dawelbeit; Jaillard;  Eisawi 2019 Sedimentary and paleobiological records of the latest Pleistocene-Holocene climate evolution in the Kordofan region, Sudan Journal of African Earth Sciences. Vol. 160 10360510.1016/j.jafrearsci.2019.103607","Tellería, M. C., & Daners, G. (2003). Pollen types in Southern New World Convolvulaceae and their taxonomic significance. Plant Systematics and Evolution, 243, 99-118.","Mellano, M. G., Beccaro, G. L., Donno, D., Marinoni, D. T., Boccacci, P., Canterino, S., ... & Bounous, G. (2012). Castanea spp. biodiversity conservation: collection and characterization of the genetic diversity of an endangered species. Genetic Resources and Crop Evolution, 59, 1727-1741.","LePage, B. A., & Basinger, J. F. (1995). The evolutionary history of the genus Larix (Pinaceae). Proceedings of an international symposium. ",
"Delibrias, G.; Petit-Maire, N.; Schulz, E. 1982 Les dépôts récents de la vallée du Shati. In: Petit-Maire N. (ed). Le Shati, Lac Pleistocène du Fezzan (Libye), CNRS, Marseille, 86-88","Tilney, P. M., & Van Wyk, A. E. (1997). Pollen morphology of Canthium, Keetia and Psydrax (Rubiaceae: Vanguerieae) in southern Africa. Grana, 36(5), 249-260.","Meng, H. H., Jacques, F. M., Su, T., Huang, Y. J., Zhang, S. T., Ma, H. J., & Zhou, Z. K. (2014). New biogeographic insight into Bauhinia sl (Leguminosae): integration from fossil records and molecular analyses. BMC evolutionary biology, 14, 1-14.","Levin, G. A., Cardinal-McTeague, W. M., Steinmann, V. W., & Sagun, V. G. (2022). Phylogeny, classification, and character evolution of Acalypha (Euphorbiaceae: Acalyphoideae). Systematic Botany, 47(2), 477-497.",
"Delneuf, M., Médus, J. 1997 Comparaison de deux environnements anthropisés de la période protohistorique du Nord-Cameroun. Geography.","Tsukada, M. (1963). Pollen morphology and identification I. Eucaesalpiniae. Pollen et Spores, 5(2), 239-284.","Meyer, S. E. (2008). Artemisia. The woody plant seed manual. Washington (DC): USDA Forest Service Agriculture Handbook, 727, 274-280.","Levin, S. A. (2013). Encyclopedia of biodiversity. Academic Press.",
"Denèfle, M., A.M. Lezine, E. Fouache, and J.J. Dufaure. 2000. A 12,000-Year Pollen Record from Lake Maliq, Albania. Quaternary Research 54:424-432.","Tsukada, M. (1964). Pollen morphology and identification III. Modern and fossil tropical pollen with emphasis on Bombacaceae. Pollen et Spores, 6(2), 393-462.","Milliken, W., Klitgaard, B., & Baracat, A. (Eds.). (2010). Neotropikey: Interactive key and information resources for flowering plants of the Neotropics. Retrieved from http://www.kew.org/science/tropamerica/neotropikey.htm","Li, J., Shoup, S., & Chen, Z. (2005). Phylogenetics of Betula (Betulaceae) inferred from sequences of nuclear ribosomal DNA. Rhodora, 107(929), 69-86.",
"Derks, B. 1990. Onderzoek in twee hooggelegen Holocene afzettingen in de Serra da Estrela. Master's thesis. University of Utrecht, Utrecht, The Netherlands.","Valdés, B., Díez, M. J., & Fernández, I. (1987). Atlas polínico de Andalucía Occidental. Instituto de Desarrollo Regional de la Universidad de Sevilla. Excma. Diputación de Cádiz.","Molnar, T. J. (2011). Corylus. In C. Kole (Ed.), Wild crop relatives: Genomic and breeding resources of forest trees (Vol. 10, pp. 15-48). Springer-Verlag.","Li, S., Cheng, X., & Wang, C. (2017). A review on traditional uses, phytochemistry, pharmacology, pharmacokinetics and toxicology of the genus Peganum. Journal of Ethnopharmacology, 203, 127-162.",
"Dinies, M.; Plessen, B.; Neef, R.; Kürschner, H. 2015 When the desert was green: grassland expansion during the early Holocene in northwestern Arabia. Quaternary International. Vol. 382. https://doi.org/10.1016/j.quaint.2015.03.007","Van Campo, M. & Hallé, N. (1959). Les pollens des Hippocratéacées d'Afrique de L'Ouest. Pollen et Spores 1(2) 191-272.","Montazerolghaem, S., Rahiminejad, M. R., Mozaffarian, V., & Susanna, A. (2016). Taxonomic notes on the genus Echinops (Compositae, Cardueae–Echinopsinae) in Iran. Phytotaxa, 263(2), 81-97.","Lidén, M. (1993). Fumariaceae. In Flowering Plants· Dicotyledons: Magnoliid, Hamamelid and Caryophyllid Families (pp. 310-318). Berlin, Heidelberg: Springer Berlin Heidelberg.",
"Dinies, M.; Schimmel, L.; Hoelzmann, P.; Kröpelin, S.; Darius, F.; Neef, R. 2021. Holocene high-altitude vegetation dynamics on Emi Koussi, Tibesti Mountains (Chad, Central, Sahara). Palaeoecology of Africa. Vol. 35: 27-49. https://doi.org/10.1201/9781003162766-4","Van Campo, M. (1960). Palynologie africaine IV. Bulletin de l'Institut Fondamental d'Afrique Noire (A), 22, 1165-1198.","Morales, R. (1998). Filipendula Mill. Flora iberica, 6.","Limarino, T. O., & Borsch, T. (2020). Gomphrena (Amaranthaceae, Gomphrenoideae) diversified as a C4 lineage in the New World tropics with specializations in floral and inflorescence morphology, and an escape to Australia. Willdenowia, 50(3), 345-381.",
"Djamali, M., B. Gambin, N. Marriner, V. Andrieu-Ponel, T. Gambin, E. Gandouin, S. Lanfranco, F. Médail, D. Pavon, P. Ponel, and C. Morhange. 2013. Vegetation dynamics during the early to mid-Holocene transition in NW Malta, human impact versus climatic forcing. Vegetation History and Archaeobotany 22:367-380. [DOI: 10.1007/s00334-012-0380-0.]","van der Ham, R., Mennes, C., & Joan van Heuven, B. (2010). Fevilleoideae pollen (Cucurbitaceae): a study in striate ornamentation. Grana, 49(3), 157-169.","Namoff, S., Luke, Q., Jiménez, F., Veloz, A., Lewis, C. E., Sosa, V., ... & Francisco-Ortega, J. (2010). Phylogenetic analyses of nucleotide sequences confirm a unique plant intercontinental disjunction between tropical Africa, the Caribbean, and the Hawaiian Islands. Journal of plant research, 123, 57-65.","Linder, H. P., Dlamini, T., Henning, J., & Verboom, G. A. (2006). The evolutionary history of Melianthus (Melianthaceae). American Journal of Botany, 93(7), 1052-1064.",
